torch-FedAvgM-run | INFO flwr 2023-12-01 19:16:33,675 | grpc.py:49 | Opened insecure gRPC connection (no certificates were passed)
torch-FedAvgM-run | INFO flwr 2023-12-01 19:24:47,133 | client.py:82 | Instance i-0a3640066e79fb468 : CPU usage history during fit() : {'timestamp': datetime.datetime(2023, 12, 1, 19, 24, 47, 133794), 'cpu_utilization': 55.5}
torch-FedAvgM-run | INFO flwr 2023-12-01 19:25:50,376 | client.py:104 | Instance i-0a3640066e79fb468 : CPU usage history during evaluate() : {'timestamp': datetime.datetime(2023, 12, 1, 19, 25, 50, 375909), 'cpu_utilization': 57.3}
torch-FedAvgM-run | INFO flwr 2023-12-01 19:26:17,605 | client.py:82 | Instance i-0a3640066e79fb468 : CPU usage history during fit() : {'timestamp': datetime.datetime(2023, 12, 1, 19, 26, 17, 604900), 'cpu_utilization': 55.2}
torch-FedAvgM-run | INFO flwr 2023-12-01 19:27:24,393 | client.py:104 | Instance i-0a3640066e79fb468 : CPU usage history during evaluate() : {'timestamp': datetime.datetime(2023, 12, 1, 19, 27, 24, 392938), 'cpu_utilization': 36.8}
torch-FedAvgM-run | INFO flwr 2023-12-01 19:28:01,274 | client.py:82 | Instance i-0a3640066e79fb468 : CPU usage history during fit() : {'timestamp': datetime.datetime(2023, 12, 1, 19, 28, 1, 273832), 'cpu_utilization': 54.9}
torch-FedAvgM-run | INFO flwr 2023-12-01 19:28:44,235 | client.py:104 | Instance i-0a3640066e79fb468 : CPU usage history during evaluate() : {'timestamp': datetime.datetime(2023, 12, 1, 19, 28, 44, 234887), 'cpu_utilization': 50.7}
torch-FedAvgM-run | INFO flwr 2023-12-01 19:29:18,993 | client.py:82 | Instance i-0a3640066e79fb468 : CPU usage history during fit() : {'timestamp': datetime.datetime(2023, 12, 1, 19, 29, 18, 993024), 'cpu_utilization': 55.2}
torch-FedAvgM-run | INFO flwr 2023-12-01 19:30:31,901 | client.py:104 | Instance i-0a3640066e79fb468 : CPU usage history during evaluate() : {'timestamp': datetime.datetime(2023, 12, 1, 19, 30, 31, 901162), 'cpu_utilization': 56.9}
torch-FedAvgM-run | DEBUG flwr 2023-12-01 19:30:36,798 | connection.py:139 | gRPC channel closed
torch-FedAvgM-run | INFO flwr 2023-12-01 19:30:36,798 | app.py:215 | Disconnect and shut down
