torch-FedAvgM-run | INFO flwr 2023-12-01 16:28:49,747 | grpc.py:49 | Opened insecure gRPC connection (no certificates were passed)
torch-FedAvgM-run | INFO flwr 2023-12-01 16:36:34,122 | client.py:82 | Instance i-0819cce4bce0304a2 : CPU usage history during fit() : {'timestamp': datetime.datetime(2023, 12, 1, 16, 36, 34, 122691), 'cpu_utilization': 54.7}
torch-FedAvgM-run | INFO flwr 2023-12-01 16:37:17,117 | client.py:104 | Instance i-0819cce4bce0304a2 : CPU usage history during evaluate() : {'timestamp': datetime.datetime(2023, 12, 1, 16, 37, 17, 117049), 'cpu_utilization': 55.6}
torch-FedAvgM-run | INFO flwr 2023-12-01 16:37:31,092 | client.py:82 | Instance i-0819cce4bce0304a2 : CPU usage history during fit() : {'timestamp': datetime.datetime(2023, 12, 1, 16, 37, 31, 91975), 'cpu_utilization': 55.2}
torch-FedAvgM-run | INFO flwr 2023-12-01 16:38:28,368 | client.py:104 | Instance i-0819cce4bce0304a2 : CPU usage history during evaluate() : {'timestamp': datetime.datetime(2023, 12, 1, 16, 38, 28, 368024), 'cpu_utilization': 28.4}
torch-FedAvgM-run | INFO flwr 2023-12-01 16:38:53,706 | client.py:82 | Instance i-0819cce4bce0304a2 : CPU usage history during fit() : {'timestamp': datetime.datetime(2023, 12, 1, 16, 38, 53, 706730), 'cpu_utilization': 56.0}
torch-FedAvgM-run | INFO flwr 2023-12-01 16:40:07,729 | client.py:104 | Instance i-0819cce4bce0304a2 : CPU usage history during evaluate() : {'timestamp': datetime.datetime(2023, 12, 1, 16, 40, 7, 729555), 'cpu_utilization': 53.7}
torch-FedAvgM-run | INFO flwr 2023-12-01 16:40:24,111 | client.py:82 | Instance i-0819cce4bce0304a2 : CPU usage history during fit() : {'timestamp': datetime.datetime(2023, 12, 1, 16, 40, 24, 111618), 'cpu_utilization': 55.2}
torch-FedAvgM-run | INFO flwr 2023-12-01 16:41:16,314 | client.py:104 | Instance i-0819cce4bce0304a2 : CPU usage history during evaluate() : {'timestamp': datetime.datetime(2023, 12, 1, 16, 41, 16, 314119), 'cpu_utilization': 53.6}
torch-FedAvgM-run | INFO flwr 2023-12-01 16:41:48,274 | client.py:82 | Instance i-0819cce4bce0304a2 : CPU usage history during fit() : {'timestamp': datetime.datetime(2023, 12, 1, 16, 41, 48, 274080), 'cpu_utilization': 54.7}
torch-FedAvgM-run | INFO flwr 2023-12-01 16:42:54,394 | client.py:104 | Instance i-0819cce4bce0304a2 : CPU usage history during evaluate() : {'timestamp': datetime.datetime(2023, 12, 1, 16, 42, 54, 394176), 'cpu_utilization': 53.8}
torch-FedAvgM-run | DEBUG flwr 2023-12-01 16:43:07,261 | connection.py:139 | gRPC channel closed
torch-FedAvgM-run | INFO flwr 2023-12-01 16:43:07,261 | app.py:215 | Disconnect and shut down
