torch-FedAdam-run | INFO flwr 2023-12-01 19:43:59,837 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:53:00,242 | server.py:222 | fit_round 7: strategy sampled 8 clients (out of 8)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:53:26,534 | server.py:236 | fit_round 7 received 8 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-12-01 19:53:49,074 | server.py:125 | fit progress: (7, 3518537984.0, {'accuracy': 0.37442412972450256}, 566.822087476)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:53:49,079 | server.py:173 | evaluate_round 7: strategy sampled 8 clients (out of 8)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:54:18,530 | server.py:187 | evaluate_round 7 received 8 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:54:18,531 | server.py:222 | fit_round 8: strategy sampled 8 clients (out of 8)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:54:45,016 | server.py:236 | fit_round 8 received 8 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-12-01 19:55:07,567 | server.py:125 | fit progress: (8, 6128370176.0, {'accuracy': 0.36666667461395264}, 645.3152653110001)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:55:07,569 | server.py:173 | evaluate_round 8: strategy sampled 8 clients (out of 8)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:55:31,045 | server.py:187 | evaluate_round 8 received 8 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:55:31,045 | server.py:222 | fit_round 9: strategy sampled 8 clients (out of 8)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:55:56,263 | server.py:236 | fit_round 9 received 8 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-12-01 19:56:18,790 | server.py:125 | fit progress: (9, 9652198400.0, {'accuracy': 0.35927003622055054}, 716.5375388529997)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:56:18,792 | server.py:173 | evaluate_round 9: strategy sampled 8 clients (out of 8)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:56:40,790 | server.py:187 | evaluate_round 9 received 8 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:56:40,791 | server.py:222 | fit_round 10: strategy sampled 8 clients (out of 8)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:57:12,335 | server.py:236 | fit_round 10 received 8 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-12-01 19:57:53,794 | server.py:125 | fit progress: (10, 14094681088.0, {'accuracy': 0.35220959782600403}, 811.5422295849999)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:57:53,795 | server.py:173 | evaluate_round 10: strategy sampled 8 clients (out of 8)
torch-FedAdam-run | DEBUG flwr 2023-12-01 19:58:17,205 | server.py:187 | evaluate_round 10 received 8 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-12-01 19:58:17,205 | server.py:153 | FL finished in 834.9528719489999
torch-FedAdam-run | INFO flwr 2023-12-01 19:58:17,210 | app.py:225 | app_fit: losses_distributed [(1, 15.00121784210205), (2, 15.023118019104004), (3, 15.066917419433594), (4, 15.22021484375), (5, 15.592508316040039), (6, 15.37351131439209), (7, 15.3297119140625), (8, 15.307812690734863), (9, 15.307812690734863), (10, 15.307812690734863)]
torch-FedAdam-run | INFO flwr 2023-12-01 19:58:17,210 | app.py:226 | app_fit: metrics_distributed_fit {}
torch-FedAdam-run | INFO flwr 2023-12-01 19:58:17,210 | app.py:227 | app_fit: metrics_distributed {}
torch-FedAdam-run | INFO flwr 2023-12-01 19:58:17,210 | app.py:228 | app_fit: losses_centralized [(0, 2.3003251552581787), (1, 66508.6875), (2, 3593915.5), (3, 43999636.0), (4, 225576560.0), (5, 725705088.0), (6, 1760286336.0), (7, 3518537984.0), (8, 6128370176.0), (9, 9652198400.0), (10, 14094681088.0)]
torch-FedAdam-run | INFO flwr 2023-12-01 19:58:17,210 | app.py:229 | app_fit: metrics_centralized {'accuracy': [(0, 0.44019606709480286), (1, 0.4296031892299652), (2, 0.41956019401550293), (3, 0.4100225269794464), (4, 0.40073099732398987), (5, 0.39127492904663086), (6, 0.3826041519641876), (7, 0.37442412972450256), (8, 0.36666667461395264), (9, 0.35927003622055054), (10, 0.35220959782600403)]}
