torch-FedAvg-run | INFO flwr 2023-12-01 19:00:17,201 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
torch-FedAvg-run | INFO flwr 2023-12-01 19:09:56,448 | server.py:125 | fit progress: (4, 0.5388432145118713, {'accuracy': 0.6044444441795349}, 556.368432217)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:09:56,449 | server.py:173 | evaluate_round 4: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:10:18,593 | server.py:187 | evaluate_round 4 received 2 results and 0 failures
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:10:18,594 | server.py:222 | fit_round 5: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:11:11,364 | server.py:236 | fit_round 5 received 2 results and 0 failures
torch-FedAvg-run | INFO flwr 2023-12-01 19:11:52,606 | server.py:125 | fit progress: (5, 0.567895770072937, {'accuracy': 0.645370364189148}, 672.525543535)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:11:52,606 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:12:05,853 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:12:05,854 | server.py:222 | fit_round 6: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:12:57,574 | server.py:236 | fit_round 6 received 2 results and 0 failures
torch-FedAvg-run | INFO flwr 2023-12-01 19:13:38,819 | server.py:125 | fit progress: (6, 0.6103482842445374, {'accuracy': 0.6751984357833862}, 778.739114897)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:13:38,820 | server.py:173 | evaluate_round 6: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:13:51,056 | server.py:187 | evaluate_round 6 received 2 results and 0 failures
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:13:51,057 | server.py:222 | fit_round 7: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:14:43,138 | server.py:236 | fit_round 7 received 2 results and 0 failures
torch-FedAvg-run | INFO flwr 2023-12-01 19:15:05,616 | server.py:125 | fit progress: (7, 0.5788812041282654, {'accuracy': 0.699999988079071}, 865.535840972)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:15:05,620 | server.py:173 | evaluate_round 7: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:15:27,145 | server.py:187 | evaluate_round 7 received 2 results and 0 failures
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:15:27,145 | server.py:222 | fit_round 8: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:16:18,975 | server.py:236 | fit_round 8 received 2 results and 0 failures
torch-FedAvg-run | INFO flwr 2023-12-01 19:16:41,565 | server.py:125 | fit progress: (8, 0.5487869381904602, {'accuracy': 0.7194444537162781}, 961.4850559019999)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:16:41,570 | server.py:173 | evaluate_round 8: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:17:03,524 | server.py:187 | evaluate_round 8 received 2 results and 0 failures
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:17:03,524 | server.py:222 | fit_round 9: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:17:55,182 | server.py:236 | fit_round 9 received 2 results and 0 failures
torch-FedAvg-run | INFO flwr 2023-12-01 19:18:36,421 | server.py:125 | fit progress: (9, 0.6056223511695862, {'accuracy': 0.7352777719497681}, 1076.3409602069999)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:18:36,421 | server.py:173 | evaluate_round 9: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:18:49,654 | server.py:187 | evaluate_round 9 received 2 results and 0 failures
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:18:49,654 | server.py:222 | fit_round 10: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:19:42,409 | server.py:236 | fit_round 10 received 2 results and 0 failures
torch-FedAvg-run | INFO flwr 2023-12-01 19:20:23,725 | server.py:125 | fit progress: (10, 0.5539937615394592, {'accuracy': 0.7488636374473572}, 1183.644475477)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:20:23,725 | server.py:173 | evaluate_round 10: strategy sampled 2 clients (out of 2)
torch-FedAvg-run | DEBUG flwr 2023-12-01 19:20:36,765 | server.py:187 | evaluate_round 10 received 2 results and 0 failures
torch-FedAvg-run | INFO flwr 2023-12-01 19:20:36,765 | server.py:153 | FL finished in 1196.6854654449999
torch-FedAvg-run | INFO flwr 2023-12-01 19:20:36,766 | app.py:225 | app_fit: losses_distributed [(1, 1.4648488759994507), (2, 0.8188800811767578), (3, 0.5978918075561523), (4, 0.5388432145118713), (5, 0.5628849267959595), (6, 0.6103483438491821), (7, 0.5759503841400146), (8, 0.5414056777954102), (9, 0.5911635756492615), (10, 0.5399684309959412)]
torch-FedAvg-run | INFO flwr 2023-12-01 19:20:36,766 | app.py:226 | app_fit: metrics_distributed_fit {}
torch-FedAvg-run | INFO flwr 2023-12-01 19:20:36,766 | app.py:227 | app_fit: metrics_distributed {}
torch-FedAvg-run | INFO flwr 2023-12-01 19:20:36,787 | app.py:228 | app_fit: losses_centralized [(0, 2.27453351020813), (1, 1.4648488759994507), (2, 0.8188800811767578), (3, 0.5978918671607971), (4, 0.5388432145118713), (5, 0.567895770072937), (6, 0.6103482842445374), (7, 0.5788812041282654), (8, 0.5487869381904602), (9, 0.6056223511695862), (10, 0.5539937615394592)]
torch-FedAvg-run | INFO flwr 2023-12-01 19:20:36,787 | app.py:229 | app_fit: metrics_centralized {'accuracy': [(0, 0.07222222536802292), (1, 0.2923611104488373), (2, 0.45185184478759766), (3, 0.5447916388511658), (4, 0.6044444441795349), (5, 0.645370364189148), (6, 0.6751984357833862), (7, 0.699999988079071), (8, 0.7194444537162781), (9, 0.7352777719497681), (10, 0.7488636374473572)]}
