torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:34:29,074 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:37:50,242 | server.py:125 | fit progress: (3, 114664.359375, {'accuracy': 0.583920955657959}, 178.22099876000016)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:37:50,242 | server.py:173 | evaluate_round 3: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:38:11,858 | server.py:187 | evaluate_round 3 received 5 results and 0 failures
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:38:11,858 | server.py:222 | fit_round 4: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:38:37,435 | server.py:236 | fit_round 4 received 5 results and 0 failures
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:39:18,874 | server.py:125 | fit progress: (4, 110750.109375, {'accuracy': 0.572376549243927}, 266.853480324)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:39:18,875 | server.py:173 | evaluate_round 4: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:39:31,605 | server.py:187 | evaluate_round 4 received 5 results and 0 failures
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:39:31,605 | server.py:222 | fit_round 5: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:39:57,585 | server.py:236 | fit_round 5 received 5 results and 0 failures
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:40:20,125 | server.py:125 | fit progress: (5, 108472.7265625, {'accuracy': 0.5616567730903625}, 328.1045289110002)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:40:20,126 | server.py:173 | evaluate_round 5: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:40:42,365 | server.py:187 | evaluate_round 5 received 5 results and 0 failures
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:40:42,365 | server.py:222 | fit_round 6: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:41:08,286 | server.py:236 | fit_round 6 received 5 results and 0 failures
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:41:31,469 | server.py:125 | fit progress: (6, 107626.96875, {'accuracy': 0.5516762733459473}, 399.4487922100002)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:41:31,475 | server.py:173 | evaluate_round 6: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:41:53,209 | server.py:187 | evaluate_round 6 received 5 results and 0 failures
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:41:53,210 | server.py:222 | fit_round 7: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:42:18,354 | server.py:236 | fit_round 7 received 5 results and 0 failures
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:42:59,764 | server.py:125 | fit progress: (7, 107364.21875, {'accuracy': 0.5423611402511597}, 487.7436369950001)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:42:59,765 | server.py:173 | evaluate_round 7: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:43:21,692 | server.py:187 | evaluate_round 7 received 5 results and 0 failures
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:43:21,693 | server.py:222 | fit_round 8: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:43:47,697 | server.py:236 | fit_round 8 received 5 results and 0 failures
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:44:10,206 | server.py:125 | fit progress: (8, 107276.078125, {'accuracy': 0.5336469411849976}, 558.1851926970003)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:44:10,206 | server.py:173 | evaluate_round 8: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:44:22,606 | server.py:187 | evaluate_round 8 received 5 results and 0 failures
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:44:22,607 | server.py:222 | fit_round 9: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:44:48,046 | server.py:236 | fit_round 9 received 5 results and 0 failures
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:45:10,802 | server.py:125 | fit progress: (9, 107258.4921875, {'accuracy': 0.525477409362793}, 618.781281694)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:45:10,802 | server.py:173 | evaluate_round 9: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:45:32,838 | server.py:187 | evaluate_round 9 received 5 results and 0 failures
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:45:32,838 | server.py:222 | fit_round 10: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:45:58,967 | server.py:236 | fit_round 10 received 5 results and 0 failures
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:46:40,390 | server.py:125 | fit progress: (10, 107255.6015625, {'accuracy': 0.5178030133247375}, 708.369172358)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:46:40,390 | server.py:173 | evaluate_round 10: strategy sampled 5 clients (out of 5)
torch-FedAdaGrad-run | DEBUG flwr 2023-11-26 13:47:02,456 | server.py:187 | evaluate_round 10 received 5 results and 0 failures
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:47:02,456 | server.py:153 | FL finished in 730.4357542729999
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:47:02,457 | app.py:225 | app_fit: losses_distributed [(1, 11.992791175842285), (2, 11.760077476501465), (3, 11.760077476501465), (4, 11.760077476501465), (5, 11.760077476501465), (6, 11.760077476501465), (7, 11.760077476501465), (8, 11.760077476501465), (9, 11.760077476501465), (10, 11.760077476501465)]
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:47:02,476 | app.py:226 | app_fit: metrics_distributed_fit {}
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:47:02,476 | app.py:227 | app_fit: metrics_distributed {}
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:47:02,480 | app.py:228 | app_fit: losses_centralized [(0, 2.349940538406372), (1, 17989.46484375), (2, 119920.140625), (3, 114664.359375), (4, 110750.109375), (5, 108472.7265625), (6, 107626.96875), (7, 107364.21875), (8, 107276.078125), (9, 107258.4921875), (10, 107255.6015625)]
torch-FedAdaGrad-run | INFO flwr 2023-11-26 13:47:02,480 | app.py:229 | app_fit: metrics_centralized {'accuracy': [(0, 0.6252415180206299), (1, 0.6098958253860474), (2, 0.5963888764381409), (3, 0.583920955657959), (4, 0.572376549243927), (5, 0.5616567730903625), (6, 0.5516762733459473), (7, 0.5423611402511597), (8, 0.5336469411849976), (9, 0.525477409362793), (10, 0.5178030133247375)]}
