torch-FedAdam-run | INFO flwr 2023-11-26 13:47:02,724 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:50:04,089 | server.py:222 | fit_round 3: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:50:30,012 | server.py:236 | fit_round 3 received 5 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-11-26 13:50:52,710 | server.py:125 | fit progress: (3, 30703772.0, {'accuracy': 0.46899399161338806}, 207.389483121)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:50:52,711 | server.py:173 | evaluate_round 3: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:51:14,469 | server.py:187 | evaluate_round 3 received 5 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:51:14,469 | server.py:222 | fit_round 4: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:51:40,087 | server.py:236 | fit_round 4 received 5 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-11-26 13:52:21,483 | server.py:125 | fit progress: (4, 129039768.0, {'accuracy': 0.4584064185619354}, 296.1624356890002)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:52:21,483 | server.py:173 | evaluate_round 4: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:52:33,438 | server.py:187 | evaluate_round 4 received 5 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:52:33,438 | server.py:222 | fit_round 5: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:52:59,211 | server.py:236 | fit_round 5 received 5 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-11-26 13:53:22,086 | server.py:125 | fit progress: (5, 359216928.0, {'accuracy': 0.4483618140220642}, 356.7651921470001)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:53:22,092 | server.py:173 | evaluate_round 5: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:53:44,095 | server.py:187 | evaluate_round 5 received 5 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:53:44,095 | server.py:222 | fit_round 6: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:54:09,836 | server.py:236 | fit_round 6 received 5 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-11-26 13:54:51,233 | server.py:125 | fit progress: (6, 779053056.0, {'accuracy': 0.43881943821907043}, 445.91232637799976)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:54:51,233 | server.py:173 | evaluate_round 6: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:55:03,691 | server.py:187 | evaluate_round 6 received 5 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:55:03,692 | server.py:222 | fit_round 7: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:55:29,456 | server.py:236 | fit_round 7 received 5 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-11-26 13:56:10,873 | server.py:125 | fit progress: (7, 1435693184.0, {'accuracy': 0.4297425448894501}, 525.5528845569997)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:56:10,874 | server.py:173 | evaluate_round 7: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:56:23,025 | server.py:187 | evaluate_round 7 received 5 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:56:23,026 | server.py:222 | fit_round 8: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:56:48,684 | server.py:236 | fit_round 8 received 5 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-11-26 13:57:11,501 | server.py:125 | fit progress: (8, 2361210880.0, {'accuracy': 0.42109787464141846}, 586.1806044679997)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:57:11,507 | server.py:173 | evaluate_round 8: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:57:33,296 | server.py:187 | evaluate_round 8 received 5 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:57:33,297 | server.py:222 | fit_round 9: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:57:59,096 | server.py:236 | fit_round 9 received 5 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-11-26 13:58:21,794 | server.py:125 | fit progress: (9, 3562312192.0, {'accuracy': 0.4128552973270416}, 656.473445912)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:58:21,794 | server.py:173 | evaluate_round 9: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:58:34,239 | server.py:187 | evaluate_round 9 received 5 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:58:34,240 | server.py:222 | fit_round 10: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:58:59,780 | server.py:236 | fit_round 10 received 5 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-11-26 13:59:41,198 | server.py:125 | fit progress: (10, 5029559808.0, {'accuracy': 0.4049873650074005}, 735.8770469309998)
torch-FedAdam-run | DEBUG flwr 2023-11-26 13:59:41,198 | server.py:173 | evaluate_round 10: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-26 14:00:03,239 | server.py:187 | evaluate_round 10 received 5 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-11-26 14:00:03,239 | server.py:153 | FL finished in 757.9185464299999
torch-FedAdam-run | INFO flwr 2023-11-26 14:00:03,239 | app.py:225 | app_fit: losses_distributed [(1, 14.847920417785645), (2, 15.066917419433594), (3, 15.066917419433594), (4, 15.066917419433594), (5, 15.066917419433594), (6, 15.066917419433594), (7, 15.066917419433594), (8, 15.066917419433594), (9, 15.066917419433594), (10, 15.066917419433594)]
torch-FedAdam-run | INFO flwr 2023-11-26 14:00:03,240 | app.py:226 | app_fit: metrics_distributed_fit {}
torch-FedAdam-run | INFO flwr 2023-11-26 14:00:03,242 | app.py:227 | app_fit: metrics_distributed {}
torch-FedAdam-run | INFO flwr 2023-11-26 14:00:03,242 | app.py:228 | app_fit: losses_centralized [(0, 2.349940538406372), (1, 85665.765625), (2, 3383850.75), (3, 30703772.0), (4, 129039768.0), (5, 359216928.0), (6, 779053056.0), (7, 1435693184.0), (8, 2361210880.0), (9, 3562312192.0), (10, 5029559808.0)]
torch-FedAdam-run | INFO flwr 2023-11-26 14:00:03,242 | app.py:229 | app_fit: metrics_centralized {'accuracy': [(0, 0.5040849447250366), (1, 0.49198412895202637), (2, 0.48016974329948425), (3, 0.46899399161338806), (4, 0.4584064185619354), (5, 0.4483618140220642), (6, 0.43881943821907043), (7, 0.4297425448894501), (8, 0.42109787464141846), (9, 0.4128552973270416), (10, 0.4049873650074005)]}
