torch-FedAvgM-run | INFO flwr 2023-11-26 13:22:03,648 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:24:24,159 | server.py:173 | evaluate_round 2: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:24:45,983 | server.py:187 | evaluate_round 2 received 5 results and 0 failures
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:24:45,984 | server.py:222 | fit_round 3: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:25:12,097 | server.py:236 | fit_round 3 received 5 results and 0 failures
torch-FedAvgM-run | INFO flwr 2023-11-26 13:25:53,439 | server.py:125 | fit progress: (3, 1.4486074447631836, {'accuracy': 0.5881481766700745}, 207.33261434700012)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:25:53,440 | server.py:173 | evaluate_round 3: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:26:14,727 | server.py:187 | evaluate_round 3 received 5 results and 0 failures
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:26:14,727 | server.py:222 | fit_round 4: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:26:40,443 | server.py:236 | fit_round 4 received 5 results and 0 failures
torch-FedAvgM-run | INFO flwr 2023-11-26 13:27:03,056 | server.py:125 | fit progress: (4, 1.115225076675415, {'accuracy': 0.5942708253860474}, 276.9487503140001)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:27:03,056 | server.py:173 | evaluate_round 4: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:27:16,020 | server.py:187 | evaluate_round 4 received 5 results and 0 failures
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:27:16,020 | server.py:222 | fit_round 5: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:27:41,654 | server.py:236 | fit_round 5 received 5 results and 0 failures
torch-FedAvgM-run | INFO flwr 2023-11-26 13:28:22,990 | server.py:125 | fit progress: (5, 0.8155354261398315, {'accuracy': 0.6039215922355652}, 356.8830190430001)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:28:22,990 | server.py:173 | evaluate_round 5: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:28:35,341 | server.py:187 | evaluate_round 5 received 5 results and 0 failures
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:28:35,341 | server.py:222 | fit_round 6: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:29:01,530 | server.py:236 | fit_round 6 received 5 results and 0 failures
torch-FedAvgM-run | INFO flwr 2023-11-26 13:29:42,854 | server.py:125 | fit progress: (6, 0.7351716160774231, {'accuracy': 0.6142746806144714}, 436.7469590390001)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:29:42,854 | server.py:173 | evaluate_round 6: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:30:04,914 | server.py:187 | evaluate_round 6 received 5 results and 0 failures
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:30:04,915 | server.py:222 | fit_round 7: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:30:30,745 | server.py:236 | fit_round 7 received 5 results and 0 failures
torch-FedAvgM-run | INFO flwr 2023-11-26 13:31:12,118 | server.py:125 | fit progress: (7, 0.6965799927711487, {'accuracy': 0.6234649419784546}, 526.011074404)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:31:12,118 | server.py:173 | evaluate_round 7: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:31:25,123 | server.py:187 | evaluate_round 7 received 5 results and 0 failures
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:31:25,124 | server.py:222 | fit_round 8: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:31:50,573 | server.py:236 | fit_round 8 received 5 results and 0 failures
torch-FedAvgM-run | INFO flwr 2023-11-26 13:32:13,132 | server.py:125 | fit progress: (8, 0.597144365310669, {'accuracy': 0.6334027647972107}, 587.024809083)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:32:13,138 | server.py:173 | evaluate_round 8: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:32:26,161 | server.py:187 | evaluate_round 8 received 5 results and 0 failures
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:32:26,161 | server.py:222 | fit_round 9: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:32:51,733 | server.py:236 | fit_round 9 received 5 results and 0 failures
torch-FedAvgM-run | INFO flwr 2023-11-26 13:33:14,691 | server.py:125 | fit progress: (9, 0.5774226188659668, {'accuracy': 0.6423941850662231}, 648.584592898)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:33:14,692 | server.py:173 | evaluate_round 9: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:33:27,565 | server.py:187 | evaluate_round 9 received 5 results and 0 failures
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:33:27,565 | server.py:222 | fit_round 10: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:33:53,174 | server.py:236 | fit_round 10 received 5 results and 0 failures
torch-FedAvgM-run | INFO flwr 2023-11-26 13:34:16,074 | server.py:125 | fit progress: (10, 0.5735964775085449, {'accuracy': 0.6513257622718811}, 709.967490235)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:34:16,075 | server.py:173 | evaluate_round 10: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:34:28,824 | server.py:187 | evaluate_round 10 received 5 results and 0 failures
torch-FedAvgM-run | INFO flwr 2023-11-26 13:34:28,824 | server.py:153 | FL finished in 722.7170496609999
torch-FedAvgM-run | INFO flwr 2023-11-26 13:34:28,824 | app.py:225 | app_fit: losses_distributed [(1, 2.187605381011963), (2, 1.8507674932479858), (3, 1.4486074447631836), (4, 1.1152251958847046), (5, 0.8155354857444763), (6, 0.7351716160774231), (7, 0.6965799927711487), (8, 0.597144365310669), (9, 0.5774226188659668), (10, 0.5735964775085449)]
torch-FedAvgM-run | INFO flwr 2023-11-26 13:34:28,824 | app.py:226 | app_fit: metrics_distributed_fit {}
torch-FedAvgM-run | INFO flwr 2023-11-26 13:34:28,849 | app.py:227 | app_fit: metrics_distributed {}
torch-FedAvgM-run | INFO flwr 2023-11-26 13:34:28,849 | app.py:228 | app_fit: losses_centralized [(0, 2.349940538406372), (1, 2.187605381011963), (2, 1.850767731666565), (3, 1.4486074447631836), (4, 1.115225076675415), (5, 0.8155354261398315), (6, 0.7351716160774231), (7, 0.6965799927711487), (8, 0.597144365310669), (9, 0.5774226188659668), (10, 0.5735964775085449)]
torch-FedAvgM-run | INFO flwr 2023-11-26 13:34:28,865 | app.py:229 | app_fit: metrics_centralized {'accuracy': [(0, 0.6113426089286804), (1, 0.5941239595413208), (2, 0.5876984000205994), (3, 0.5881481766700745), (4, 0.5942708253860474), (5, 0.6039215922355652), (6, 0.6142746806144714), (7, 0.6234649419784546), (8, 0.6334027647972107), (9, 0.6423941850662231), (10, 0.6513257622718811)]}
